9,8,1,2018-05-20
6,11,0.5,2018-05-20
3,13,1,2018-05-20
0,16,1,2018-05-20
9,6,0.5,2018-05-20
9,5,1,2018-05-20
5,8,1,2018-05-20
0,9,1,2018-05-20
0,9,0.5,2018-05-20
3,5,1,2018-05-20
3,0,1,2018-05-20
0,3,0.5,2018-05-20
0,3,1,2018-05-20
39,64,1,2018-05-27
40,59,1,2018-05-27
59,39,1,2018-05-27
29,69,1,2018-05-27
15,83,0.5,2018-05-27
7,80,0.5,2018-05-27
5,80,1,2018-05-27
13,59,1,2018-05-27
24,40,1,2018-05-27
23,40,0.5,2018-05-27
12,39,1,2018-05-27
40,10,1,2018-05-27
24,23,1,2018-05-27
31,15,1,2018-05-27
29,15,0.5,2018-05-27
7,31,0.5,2018-05-27
23,13,1,2018-05-27
24,12,1,2018-05-27
24,12,0.5,2018-05-27
29,7,1,2018-05-27
7,29,0.5,2018-05-27
12,23,0.5,2018-05-27
5,29,1,2018-05-27
23,10,0.5,2018-05-27
0,31,1,2018-05-27
12,13,1,2018-05-27
7,5,1,2018-05-27
0,7,1,2018-05-27
0,5,1,2018-05-27
96,79,0.5,2018-06-03
72,98,1,2018-06-03
72,82,1,2018-06-03
96,57,1,2018-06-03
65,86,1,2018-06-03
83,66,1,2018-06-03
58,87,1,2018-06-03
45,96,1,2018-06-03
63,73,1,2018-06-03
40,93,1,2018-06-03
66,63,1,2018-06-03
31,96,1,2018-06-03
83,43,1,2018-06-03
22,98,1,2018-06-03
77,39,1,2018-06-03
93,17,1,2018-06-03
15,93,0.5,2018-06-03
73,33,1,2018-06-03
17,86,0.5,2018-06-03
42,57,1,2018-06-03
73,24,0.5,2018-06-03
14,82,0.5,2018-06-03
43,52,0.5,2018-06-03
28,66,1,2018-06-03
11,83,1,2018-06-03
7,83,0.5,2018-06-03
23,65,0.5,2018-06-03
15,72,0.5,2018-06-03
10,77,1,2018-06-03
13,73,1,2018-06-03
31,45,1,2018-06-03
4,72,1,2018-06-03
33,39,1,2018-06-03
14,58,0.5,2018-06-03
6,63,1,2018-06-03
0,65,1,2018-06-03
20,43,1,2018-06-03
1,58,1,2018-06-03
14,40,0.5,2018-06-03
2,52,1,2018-06-03
28,24,1,2018-06-03
17,35,0.5,2018-06-03
35,15,1,2018-06-03
20,28,1,2018-06-03
22,23,1,2018-06-03
3,42,1,2018-06-03
2,40,1,2018-06-03
4,35,1,2018-06-03
5,33,1,2018-06-03
20,17,0.5,2018-06-03
22,14,1,2018-06-03
11,25,1,2018-06-03
3,31,0.5,2018-06-03
3,31,1,2018-06-03
13,20,1,2018-06-03
5,28,1,2018-06-03
7,25,1,2018-06-03
10,20,1,2018-06-03
7,22,0.5,2018-06-03
13,15,1,2018-06-03
14,12,1,2018-06-03
14,11,1,2018-06-03
10,14,1,2018-06-03
1,22,1,2018-06-03
6,13,1,2018-06-03
10,7,1,2018-06-03
6,11,1,2018-06-03
5,10,1,2018-06-03
2,13,1,2018-06-03
0,12,1,2018-06-03
4,7,0.5,2018-06-03
1,10,1,2018-06-03
6,4,0.5,2018-06-03
5,4,1,2018-06-03
1,6,0.5,2018-06-03
1,5,0.5,2018-06-03
0,6,1,2018-06-03
0,5,1,2018-06-03
2,1,1,2018-06-03
1,2,0.5,2018-06-03
0,2,1,2018-06-03
1,0,0.5,2018-06-03
1,0,1,2018-06-03
79,96,1,2018-06-10
92,39,0.5,2018-06-10
30,92,1,2018-06-10
92,24,1,2018-06-10
24,92,0.5,2018-06-10
15,96,1,2018-06-10
23,79,1,2018-06-10
49,39,1,2018-06-10
7,79,1,2018-06-10
24,49,0.5,2018-06-10
30,24,0.5,2018-06-10
5,49,1,2018-06-10
23,26,1,2018-06-10
23,12,1,2018-06-10
5,30,0.5,2018-06-10
5,30,1,2018-06-10
18,15,1,2018-06-10
10,23,1,2018-06-10
7,23,1,2018-06-10
18,10,1,2018-06-10
12,15,1,2018-06-10
0,18,1,2018-06-10
7,10,1,2018-06-10
0,12,1,2018-06-10
0,7,1,2018-06-10
7,0,0.5,2018-06-10
7,0,1,2018-06-10
81,86,1,2018-06-16
93,73,0.5,2018-06-16
93,72,0.5,2018-06-16
73,81,0.5,2018-06-16
59,93,0.5,2018-06-16
73,66,1,2018-06-16
77,59,1,2018-06-16
72,62,1,2018-06-16
40,93,1,2018-06-16
62,66,0.5,2018-06-16
77,40,1,2018-06-16
15,86,0.5,2018-06-16
15,77,0.5,2018-06-16
15,77,1,2018-06-16
15,62,0.5,2018-06-16
15,59,0.5,2018-06-16
15,40,0.5,2018-06-16
23,91,1,2018-06-17
58,48,1,2018-06-17
56,49,1,2018-06-17
25,78,0.5,2018-06-17
44,58,0.5,2018-06-17
56,44,1,2018-06-17
34,58,1,2018-06-17
33,56,1,2018-06-17
33,49,1,2018-06-17
56,25,0.5,2018-06-17
34,44,1,2018-06-17
48,25,1,2018-06-17
6,67,1,2018-06-17
34,33,1,2018-06-17
44,20,0.5,2018-06-17
6,56,1,2018-06-17
12,48,1,2018-06-17
34,23,1,2018-06-17
33,20,1,2018-06-17
25,23,0.5,2018-06-17
34,12,1,2018-06-17
12,33,1,2018-06-17
6,34,1,2018-06-17
6,34,1,2018-06-17
6,12,1,2018-06-17
1,65,0.5,2018-06-18
1,65,1,2018-06-18
71,75,1,2018-06-23
71,42,1,2018-06-23
31,71,1,2018-06-23
9,71,1,2018-06-23
19,42,1,2018-06-23
23,31,1,2018-06-23
19,23,1,2018-06-23
23,19,0.5,2018-06-23
19,23,1,2018-06-23
19,9,1,2018-06-23
59,44,0.5,2018-06-24
59,44,1,2018-06-24
20,59,1,2018-06-24
7,59,1,2018-06-24
7,20,0.5,2018-06-24
7,20,1,2018-06-24
69,60,1,2018-07-01
96,31,1,2018-07-01
35,91,1,2018-07-01
63,56,1,2018-07-01
33,83,1,2018-07-01
56,55,0.5,2018-07-01
14,96,1,2018-07-01
31,73,1,2018-07-01
63,38,1,2018-07-01
38,63,0.5,2018-07-01
63,38,1,2018-07-01
38,56,0.5,2018-07-01
6,83,1,2018-07-01
19,69,1,2018-07-01
24,48,1,2018-07-01
3,69,1,2018-07-01
33,28,1,2018-07-01
10,48,1,2018-07-01
20,35,1,2018-07-01
28,23,1,2018-07-01
22,29,1,2018-07-01
12,39,1,2018-07-01
14,33,1,2018-07-01
10,35,0.5,2018-07-01
10,33,0.5,2018-07-01
19,22,1,2018-07-01
15,26,0.5,2018-07-01
20,19,1,2018-07-01
24,14,1,2018-07-01
26,10,1,2018-07-01
19,15,1,2018-07-01
11,20,1,2018-07-01
7,24,1,2018-07-01
0,28,1,2018-07-01
15,12,1,2018-07-01
5,22,1,2018-07-01
7,19,1,2018-07-01
6,20,1,2018-07-01
0,26,1,2018-07-01
11,12,1,2018-07-01
7,15,1,2018-07-01
11,10,0.5,2018-07-01
6,14,1,2018-07-01
5,11,1,2018-07-01
3,11,1,2018-07-01
7,6,1,2018-07-01
5,7,1,2018-07-01
5,7,1,2018-07-01
3,6,1,2018-07-01
3,5,1,2018-07-01
0,5,1,2018-07-01
0,3,1,2018-07-01
3,0,0.5,2018-07-01
0,3,1,2018-07-01
88,71,1,2018-07-08
44,99,1,2018-07-08
32,88,1,2018-07-08
31,85,1,2018-07-08
56,55,0.5,2018-07-08
55,56,1,2018-07-08
10,99,1,2018-07-08
32,74,1,2018-07-08
45,56,1,2018-07-08
55,45,1,2018-07-08
10,85,1,2018-07-08
38,55,1,2018-07-08
55,34,0.5,2018-07-08
10,74,1,2018-07-08
38,45,1,2018-07-08
31,43,1,2018-07-08
52,22,0.5,2018-07-08
20,53,1,2018-07-08
38,34,1,2018-07-08
19,53,1,2018-07-08
44,27,1,2018-07-08
19,52,1,2018-07-08
32,31,1,2018-07-08
11,44,1,2018-07-08
11,44,0.5,2018-07-08
32,22,1,2018-07-08
20,32,1,2018-07-08
11,32,0.5,2018-07-08
11,31,1,2018-07-08
20,11,1,2018-07-08
20,10,1,2018-07-08
10,20,0.5,2018-07-08
20,10,1,2018-07-08
10,11,0.5,2018-07-08
71,94,1,2018-07-15
39,98,0.5,2018-07-15
39,98,1,2018-07-15
21,94,0.5,2018-07-15
45,56,1,2018-07-15
28,71,1,2018-07-15
43,53,1,2018-07-15
38,56,0.5,2018-07-15
45,38,1,2018-07-15
45,38,0.5,2018-07-15
9,68,1,2018-07-15
38,34,1,2018-07-15
28,43,1,2018-07-15
32,35,1,2018-07-15
24,39,0.5,2018-07-15
24,39,1,2018-07-15
10,53,1,2018-07-15
43,19,1,2018-07-15
40,19,0.5,2018-07-15
11,43,1,2018-07-15
21,32,0.5,2018-07-15
13,40,0.5,2018-07-15
11,40,1,2018-07-15
28,21,1,2018-07-15
28,13,1,2018-07-15
9,32,1,2018-07-15
11,28,1,2018-07-15
9,28,1,2018-07-15
21,13,0.5,2018-07-15
10,11,0.5,2018-07-15
11,10,1,2018-07-15
9,11,1,2018-07-15
9,10,1,2018-07-15
59,83,1,2018-07-21
24,98,0.5,2018-07-21
83,24,1,2018-07-21
6,98,1,2018-07-21
6,83,1,2018-07-21
13,59,1,2018-07-21
12,59,1,2018-07-21
13,24,1,2018-07-21
12,13,0.5,2018-07-21
12,13,1,2018-07-21
13,6,0.5,2018-07-21
12,6,1,2018-07-21
75,31,1,2018-07-22
15,64,1,2018-07-22
1,64,1,2018-07-22
1,15,0.5,2018-07-22
1,15,1,2018-07-22
52,57,0.5,2018-07-28
52,57,1,2018-07-28
36,52,1,2018-07-28
52,36,0.5,2018-07-28
52,36,1,2018-07-28
71,98,1,2018-07-29
23,98,1,2018-07-29
35,59,1,2018-07-29
23,65,1,2018-07-29
15,65,1,2018-07-29
4,71,0.5,2018-07-29
1,71,1,2018-07-29
4,59,1,2018-07-29
17,35,0.5,2018-07-29
17,22,0.5,2018-07-29
19,17,1,2018-07-29
19,15,1,2018-07-29
15,17,1,2018-07-29
4,23,0.5,2018-07-29
19,4,1,2018-07-29
1,22,1,2018-07-29
0,23,1,2018-07-29
1,19,0.5,2018-07-29
0,19,1,2018-07-29
2,15,1,2018-07-29
1,4,0.5,2018-07-29
2,1,1,2018-07-29
2,0,1,2018-07-29
0,2,0.5,2018-07-29
0,2,1,2018-07-29
0,1,0.5,2018-07-29
94,71,1,2018-08-05
